jatos_id,prolific_id,gamenum,itemnum,items,times,firsttime,category,starttime,shortlist,condition,rt
449,61079a83c6af47f112977a97,1,1,Cat,1684180928679,1684180927624,Animals,1684180925571,0,Immediate,3.108
449,61079a83c6af47f112977a97,1,2,Dog,1684180930159,1684180928949,Animals,1684180925571,0,Immediate,1.48
449,61079a83c6af47f112977a97,1,3,Elephant,1684180932422,1684180930413,Animals,1684180925571,0,Immediate,2.263
449,61079a83c6af47f112977a97,1,4,Lion,1684180933671,1684180932621,Animals,1684180925571,0,Immediate,1.249
449,61079a83c6af47f112977a97,1,5,Tiger,1684180935196,1684180933908,Animals,1684180925571,0,Immediate,1.525
449,61079a83c6af47f112977a97,1,6,Giraffe,1684180937289,1684180936012,Animals,1684180925571,0,Immediate,2.093
449,61079a83c6af47f112977a97,1,7,Jaguar,1684180939599,1684180937529,Animals,1684180925571,0,Immediate,2.31
449,61079a83c6af47f112977a97,1,8,Shark,1684180944322,1684180939863,Animals,1684180925571,0,Immediate,4.723
449,61079a83c6af47f112977a97,1,9,Dolphin,1684180947023,1684180944625,Animals,1684180925571,0,Immediate,2.701
449,61079a83c6af47f112977a97,1,10,Stingray,1684180949404,1684180947630,Animals,1684180925571,0,Immediate,2.381
449,61079a83c6af47f112977a97,1,11,Rabbit,1684180952910,1684180951442,Animals,1684180925571,0,Immediate,3.506
449,61079a83c6af47f112977a97,1,12,Rat,1684180954950,1684180953289,Animals,1684180925571,0,Immediate,2.04
449,61079a83c6af47f112977a97,1,13,Raccoon,1684180958819,1684180955568,Animals,1684180925571,0,Immediate,3.869
449,61079a83c6af47f112977a97,1,14,Badger,1684180963980,1684180962455,Animals,1684180925571,0,Immediate,5.161
449,61079a83c6af47f112977a97,1,15,Beaver,1684180966133,1684180964327,Animals,1684180925571,0,Immediate,2.153
449,61079a83c6af47f112977a97,1,16,Gerbal,1684180967636,1684180966350,Animals,1684180925571,0,Immediate,1.503
449,61079a83c6af47f112977a97,1,17,Snake,1684180969350,1684180968407,Animals,1684180925571,0,Immediate,1.714
449,61079a83c6af47f112977a97,1,18,Parrot,1684180975929,1684180974459,Animals,1684180925571,0,Immediate,6.579
449,61079a83c6af47f112977a97,1,19,Crow,1684180978635,1684180976875,Animals,1684180925571,0,Immediate,2.706
449,61079a83c6af47f112977a97,1,20,Clownfish,1684180985457,1684180983681,Animals,1684180925571,0,Immediate,6.822
449,61079a83c6af47f112977a97,1,21,Panther,1684180991487,1684180990187,Animals,1684180925571,0,Immediate,6.03
449,61079a83c6af47f112977a97,1,22,Cardinal,1684180994162,1684180992131,Animals,1684180925571,0,Immediate,2.675
449,61079a83c6af47f112977a97,1,23,Sloth,1684180999472,1684180998374,Animals,1684180925571,0,Immediate,5.31
449,61079a83c6af47f112977a97,1,24,Lemur,1684181006447,1684181005268,Animals,1684180925571,0,Immediate,6.975
449,61079a83c6af47f112977a97,1,25,Monkey,1684181007892,1684181006635,Animals,1684180925571,0,Immediate,1.445
449,61079a83c6af47f112977a97,1,26,Gorilla,1684181009375,1684181008044,Animals,1684180925571,0,Immediate,1.483
449,61079a83c6af47f112977a97,1,27,Lizard,1684181012270,1684181010245,Animals,1684180925571,0,Immediate,2.895
449,61079a83c6af47f112977a97,1,28,Iguana,1684181013708,1684181012425,Animals,1684180925571,0,Immediate,1.438
449,61079a83c6af47f112977a97,2,1,Cat,1684181085954,1684181085198,Animals,1684181083277,0,Immediate,2.677
449,61079a83c6af47f112977a97,2,2,Dog,1684181087146,1684181086162,Animals,1684181083277,0,Immediate,1.192
449,61079a83c6af47f112977a97,2,3,Rabbit,1684181089105,1684181087398,Animals,1684181083277,0,Immediate,1.959
449,61079a83c6af47f112977a97,2,4,Sloth,1684181092913,1684181089868,Animals,1684181083277,0,Immediate,3.808
449,61079a83c6af47f112977a97,2,5,Rat,1684181096900,1684181096085,Animals,1684181083277,0,Immediate,3.987
449,61079a83c6af47f112977a97,2,6,Raccoon,1684181098611,1684181097044,Animals,1684181083277,0,Immediate,1.711
449,61079a83c6af47f112977a97,2,7,Giraffe,1684181100655,1684181099456,Animals,1684181083277,0,Immediate,2.044
449,61079a83c6af47f112977a97,2,8,Elephant,1684181102548,1684181100812,Animals,1684181083277,0,Immediate,1.893
449,61079a83c6af47f112977a97,2,9,Crow,1684181106743,1684181103514,Animals,1684181083277,0,Immediate,4.195
449,61079a83c6af47f112977a97,2,10,Parrot,1684181109144,1684181107011,Animals,1684181083277,0,Immediate,2.401
449,61079a83c6af47f112977a97,2,11,Mockingbird,1684181113273,1684181111163,Animals,1684181083277,0,Immediate,4.129
449,61079a83c6af47f112977a97,2,12,Hummingbird,1684181117423,1684181113504,Animals,1684181083277,0,Immediate,4.15
449,61079a83c6af47f112977a97,2,13,Dragonfly,1684181119748,1684181117695,Animals,1684181083277,0,Immediate,2.325
449,61079a83c6af47f112977a97,2,14,Lizard,1684181121263,1684181119976,Animals,1684181083277,0,Immediate,1.515
449,61079a83c6af47f112977a97,2,15,Iguana,1684181122704,1684181121444,Animals,1684181083277,0,Immediate,1.441
449,61079a83c6af47f112977a97,2,16,Shark,1684181128556,1684181127346,Animals,1684181083277,0,Immediate,5.852
449,61079a83c6af47f112977a97,2,17,Dolphin,1684181130632,1684181128714,Animals,1684181083277,0,Immediate,2.076
449,61079a83c6af47f112977a97,2,18,Seal,1684181133960,1684181130810,Animals,1684181083277,0,Immediate,3.328
449,61079a83c6af47f112977a97,2,19,Whale,1684181135726,1684181134480,Animals,1684181083277,0,Immediate,1.766
449,61079a83c6af47f112977a97,2,20,Lion,1684181138174,1684181137139,Animals,1684181083277,0,Immediate,2.448
449,61079a83c6af47f112977a97,2,21,Jaguar,1684181139716,1684181138395,Animals,1684181083277,0,Immediate,1.542
449,61079a83c6af47f112977a97,2,22,Panther,1684181141664,1684181140048,Animals,1684181083277,0,Immediate,1.948
449,61079a83c6af47f112977a97,2,23,Cheetah,1684181144313,1684181143121,Animals,1684181083277,0,Immediate,2.649
449,61079a83c6af47f112977a97,2,24,Cobra,1684181151146,1684181149214,Animals,1684181083277,0,Immediate,6.833
449,61079a83c6af47f112977a97,2,25,Rattlesnake,1684181153275,1684181151333,Animals,1684181083277,0,Immediate,2.129
449,61079a83c6af47f112977a97,2,26,Butterfly,1684181156792,1684181154929,Animals,1684181083277,0,Immediate,3.517
449,61079a83c6af47f112977a97,2,27,Catepiller,1684181161166,1684181157057,Animals,1684181083277,0,Immediate,4.374
449,61079a83c6af47f112977a97,2,28,mosquito,1684181168368,1684181167079,Animals,1684181083277,0,Immediate,7.202
449,61079a83c6af47f112977a97,2,29,gnat,1684181169994,1684181169390,Animals,1684181083277,0,Immediate,1.626
448,600692691bca77a0deb8d927,1,1,fox,1684180831729,1684180831283,Animals,1684180829542,0,Immediate,2.187
448,600692691bca77a0deb8d927,1,2,falco,1684180833042,1684180832101,Animals,1684180829542,0,Immediate,1.313
448,600692691bca77a0deb8d927,1,3,dog,1684180836361,1684180833667,Animals,1684180829542,0,Immediate,3.319
448,600692691bca77a0deb8d927,1,4,cat,1684180837658,1684180837082,Animals,1684180829542,0,Immediate,1.297
448,600692691bca77a0deb8d927,1,5,octopus,1684180842633,1684180841470,Animals,1684180829542,0,Immediate,4.975
448,600692691bca77a0deb8d927,1,6,bear,1684180845353,1684180844804,Animals,1684180829542,0,Immediate,2.72
448,600692691bca77a0deb8d927,1,7,owl,1684180846976,1684180846261,Animals,1684180829542,0,Immediate,1.623
448,600692691bca77a0deb8d927,1,8,leopard,1684180849334,1684180847490,Animals,1684180829542,0,Immediate,2.358
448,600692691bca77a0deb8d927,1,9,cheetah,1684180851887,1684180850039,Animals,1684180829542,0,Immediate,2.553
448,600692691bca77a0deb8d927,1,10,lion,1684180853555,1684180852638,Animals,1684180829542,0,Immediate,1.668
448,600692691bca77a0deb8d927,1,11,panther,1684180858865,1684180858139,Animals,1684180829542,0,Immediate,5.31
448,600692691bca77a0deb8d927,1,12,tiger,1684180860048,1684180859256,Animals,1684180829542,0,Immediate,1.183
448,600692691bca77a0deb8d927,1,13,zebra,1684180863735,1684180862888,Animals,1684180829542,0,Immediate,3.687
448,600692691bca77a0deb8d927,1,14,horse,1684180865075,1684180864433,Animals,1684180829542,0,Immediate,1.34
448,600692691bca77a0deb8d927,1,15,giraffe,1684180867087,1684180866140,Animals,1684180829542,0,Immediate,2.012
448,600692691bca77a0deb8d927,1,16,hippo,1684180869326,1684180867926,Animals,1684180829542,0,Immediate,2.239
448,600692691bca77a0deb8d927,1,17,frog,1684180873143,1684180872472,Animals,1684180829542,0,Immediate,3.817
